data_inicio,nome,id_chamado
09/04,Bangu,24
09/04,Barra da Tijuca,51
09/04,Barros Filho,2
09/04,Benfica,1
09/04,Bento Ribeiro,3
09/04,Botafogo,15
09/04,Brás de Pina,1
09/04,Cachambi,8
09/04,Cacuia,1
09/04,Camorim,1
09/04,Campinho,2
09/04,Campo Grande,61
09/04,Cascadura,5
09/04,Catete,1
09/04,Catumbi,1
09/04,Centro,18
09/04,Cidade Nova,1
09/04,Coelho Neto,1
09/04,Colégio,1
09/04,Complexo do Alemão,1
09/04,Copacabana,29
09/04,Cordovil,1
09/04,Cosmos,7
09/04,Costa Barros,4
09/04,Curicica,8
09/04,Del Castilho,7
09/04,Encantado,2
09/04,Engenho Novo,5
09/04,Engenho de Dentro,28
09/04,Estácio,4
09/04,Flamengo,8
09/04,Freguesia (Ilha),2
09/04,Freguesia (Jacarepaguá),7
09/04,Galeão,3
09/04,Gardênia Azul,2
09/04,Glória,4
09/04,Grajaú,3
09/04,Guadalupe,8
09/04,Guaratiba,18
09/04,Gávea,5
09/04,Higienópolis,1
09/04,Humaitá,2
09/04,Ilha de Guaratiba,2
09/04,Inhaúma,2
09/04,Inhoaíba,9
09/04,Ipanema,5
09/04,Irajá,8
09/04,Itanhangá,7
09/04,Jacarepaguá,8
09/04,Jardim América,2
09/04,Jardim Botânico,4
09/04,Jardim Carioca,6
09/04,Jardim Guanabara,10
09/04,Jardim Sulacap,3
09/04,Lagoa,22
09/04,Lapa,5
09/04,Laranjeiras,11
09/04,Leblon,12
09/04,Leme,1
09/04,Lins de Vasconcelos,5
09/04,Madureira,4
09/04,Magalhães Bastos,4
09/04,Maracanã,11
09/04,Marechal Hermes,5
09/04,Maria da Graça,1
09/04,Méier,7
09/04,Olaria,7
09/04,Osvaldo Cruz,5
09/04,Paciência,6
09/04,Padre Miguel,4
09/04,Parada de Lucas,3
09/04,Parque Anchieta,1
09/04,Parque Colúmbia,1
09/04,Pavuna,14
09/04,Pechincha,8
09/04,Pedra de Guaratiba,3
09/04,Penha,8
09/04,Penha Circular,3
09/04,Piedade,10
09/04,Pilares,2
09/04,Pitangueiras,5
09/04,Portuguesa,2
09/04,Praça Seca,8
09/04,Praça da Bandeira,1
09/04,Ramos,3
09/04,Realengo,8
09/04,Recreio dos Bandeirantes,12
09/04,Riachuelo,1
09/04,Ribeira,2
09/04,Ricardo de Albuquerque,1
09/04,Rio Comprido,1
09/04,Rocha,1
09/04,Rocha Miranda,4
09/04,Sampaio,1
09/04,Santa Cruz,12
09/04,Santa Teresa,2
09/04,Santo Cristo,1
09/04,Santíssimo,2
09/04,Senador Camará,8
09/04,Senador Vasconcelos,4
09/04,Sepetiba,14
09/04,São Conrado,1
09/04,São Cristóvão,5
09/04,São Francisco Xavier,2
09/04,Tanque,1
09/04,Taquara,18
09/04,Tauá,4
09/04,Tijuca,40
09/04,Todos os Santos,9
09/04,Turiaçú,4
09/04,Vargem Grande,4
09/04,Vaz Lobo,5
09/04,Vidigal,1
09/04,Vigário Geral,2
09/04,Vila Isabel,19
09/04,Vila Valqueire,3
09/04,Vila da Penha,8
09/04,Vista Alegre,1
10/01,Abolição,14
10/01,Acari,3
10/01,Alto da Boa Vista,4
10/01,Anchieta,18
10/01,Andaraí,10
10/01,Anil,14
10/01,Bancários,7
10/01,Bangu,81
10/01,Barra da Tijuca,82
10/01,Barra de Guaratiba,3
10/01,Barros Filho,3
10/01,Benfica,11
10/01,Bento Ribeiro,33
10/01,Bonsucesso,22
10/01,Botafogo,53
10/01,Brás de Pina,20
10/01,Cachambi,33
10/01,Cacuia,3
10/01,Caju,5
10/01,Camorim,4
10/01,Campinho,6
10/01,Campo Grande,259
10/01,Cascadura,8
10/01,Catete,17
10/01,Catumbi,4
10/01,Cavalcanti,4
10/01,Centro,78
10/01,Cidade Nova,7
10/01,Cidade Universitária,3
10/01,Cidade de Deus,5
10/01,Cocotá,5
10/01,Coelho Neto,9
10/01,Colégio,8
10/01,Complexo do Alemão,8
10/01,Copacabana,109
10/01,Cordovil,13
10/01,Cosme Velho,2
10/01,Cosmos,34
10/01,Costa Barros,6
10/01,Curicica,16
10/01,Del Castilho,17
10/01,Deodoro,8
10/01,Encantado,10
10/01,Engenheiro Leal,2
10/01,Engenho Novo,32
10/01,Engenho da Rainha,5
10/01,Engenho de Dentro,42
10/01,Estácio,4
10/01,Flamengo,31
10/01,Freguesia (Ilha),9
10/01,Freguesia (Jacarepaguá),25
10/01,Galeão,2
10/01,Gamboa,1
10/01,Gardênia Azul,6
10/01,Gericinó,1
10/01,Glória,9
10/01,Grajaú,22
10/01,Guadalupe,18
10/01,Guaratiba,80
10/01,Gávea,13
10/01,Higienópolis,10
10/01,Honório Gurgel,7
10/01,Humaitá,10
10/01,Ilha de Guaratiba,1
10/01,Inhaúma,16
10/01,Inhoaíba,28
10/01,Ipanema,31
10/01,Irajá,60
10/01,Itanhangá,8
10/01,Jacarepaguá,27
10/01,Jacarezinho,1
10/01,Jacaré,4
10/01,Jardim América,3
10/01,Jardim Botânico,7
10/01,Jardim Carioca,12
10/01,Jardim Guanabara,18
10/01,Jardim Sulacap,7
10/01,Joá,3
10/01,Lagoa,10
10/01,Lapa,11
10/01,Laranjeiras,30
10/01,Leblon,20
10/01,Leme,4
10/01,Lins de Vasconcelos,9
10/01,Madureira,21
10/01,Magalhães Bastos,6
10/01,Manguinhos,4
10/01,Maracanã,24
10/01,Marechal Hermes,32
10/01,Maria da Graça,5
10/01,Maré,2
10/01,Moneró,2
10/01,Méier,66
10/01,Olaria,22
10/01,Osvaldo Cruz,21
10/01,Paciência,29
10/01,Padre Miguel,29
10/01,Paquetá,3
10/01,Parada de Lucas,6
10/01,Parque Anchieta,8
10/01,Parque Colúmbia,2
10/01,Pavuna,17
10/01,Pechincha,25
10/01,Pedra de Guaratiba,14
10/01,Penha,26
10/01,Penha Circular,19
10/01,Piedade,38
10/01,Pilares,9
10/01,Portuguesa,10
10/01,Praia da Bandeira,4
10/01,Praça Seca,19
10/01,Praça da Bandeira,9
10/01,Quintino Bocaiúva,23
10/01,Ramos,35
10/01,Realengo,68
10/01,Recreio dos Bandeirantes,72
10/01,Riachuelo,3
10/01,Ribeira,1
10/01,Ricardo de Albuquerque,7
10/01,Rio Comprido,16
10/01,Rocha,1
10/01,Rocha Miranda,19
10/01,Rocinha,1
10/01,Santa Cruz,57
10/01,Santa Teresa,29
10/01,Santo Cristo,15
10/01,Santíssimo,16
10/01,Saúde,1
10/01,Senador Camará,13
10/01,Senador Vasconcelos,18
10/01,Sepetiba,25
10/01,São Conrado,5
10/01,São Cristóvão,18
10/01,São Francisco Xavier,2
10/01,Tanque,16
10/01,Taquara,83
10/01,Tauá,7
10/01,Tijuca,96
10/01,Todos os Santos,16
10/01,Tomás Coelho,6
10/01,Turiaçú,16
10/01,Urca,8
10/01,Vargem Grande,15
10/01,Vargem Pequena,15
10/01,Vasco da Gama,6
10/01,Vaz Lobo,6
10/01,Vicente de Carvalho,9
10/01,Vidigal,1
10/01,Vigário Geral,5
10/01,Vila Isabel,58
10/01,Vila Kennedy,9
10/01,Vila Kosmos,5
10/01,Vila Militar,2
10/01,Vila Valqueire,42
10/01,Vila da Penha,18
10/01,Vista Alegre,9
10/02,Abolição,8
10/02,Acari,4
10/02,Alto da Boa Vista,2
10/02,Anchieta,9
10/02,Andaraí,19
10/02,Anil,12
10/02,Bancários,5
10/02,Bangu,82
10/02,Barra da Tijuca,85
10/02,Barra de Guaratiba,4
10/02,Benfica,5
10/02,Bento Ribeiro,23
10/02,Bonsucesso,21
10/02,Botafogo,51
10/02,Brás de Pina,12
10/02,Cachambi,21
10/02,Cacuia,10
10/02,Caju,3
10/02,Camorim,3
10/02,Campinho,8
10/02,Campo Grande,196
10/02,Cascadura,13
10/02,Catete,19
10/02,Catumbi,3
10/02,Centro,78
10/02,Cidade Nova,9
10/02,Cidade Universitária,1
10/02,Cidade de Deus,4
10/02,Cocotá,5
10/02,Coelho Neto,4
10/02,Colégio,2
10/02,Complexo do Alemão,4
10/02,Copacabana,102
10/02,Cordovil,9
10/02,Cosme Velho,2
10/02,Cosmos,18
10/02,Costa Barros,3
10/02,Curicica,17
10/02,Del Castilho,2
10/02,Deodoro,2
10/02,Encantado,4
10/02,Engenho Novo,15
10/02,Engenho da Rainha,3
10/02,Engenho de Dentro,36
10/02,Estácio,3
10/02,Flamengo,28
10/02,Freguesia (Ilha),8
10/02,Freguesia (Jacarepaguá),25
10/02,Galeão,3
10/02,Gamboa,2
10/02,Gardênia Azul,4
10/02,Glória,7
10/02,Grajaú,26
10/02,Guadalupe,12
10/02,Guaratiba,49
10/02,Gávea,8
10/02,Higienópolis,12
10/02,Honório Gurgel,3
10/02,Humaitá,19
10/02,Ilha de Guaratiba,19
10/02,Inhaúma,11
10/02,Inhoaíba,16
10/02,Ipanema,38
10/02,Irajá,33
10/02,Itanhangá,11
10/02,Jacarepaguá,31
10/02,Jacarezinho,1
10/02,Jardim América,9
10/02,Jardim Botânico,14
10/02,Jardim Carioca,17
10/02,Jardim Guanabara,35
10/02,Jardim Sulacap,18
10/02,Lagoa,6
10/02,Lapa,16
10/02,Laranjeiras,23
10/02,Leblon,22
10/02,Leme,8
10/02,Lins de Vasconcelos,12
10/02,Madureira,28
10/02,Magalhães Bastos,7
10/02,Mangueira,1
10/02,Manguinhos,5
10/02,Maracanã,19
10/02,Marechal Hermes,21
10/02,Maria da Graça,9
10/02,Moneró,1
10/02,Méier,42
10/02,Olaria,18
10/02,Osvaldo Cruz,14
10/02,Paciência,20
10/02,Padre Miguel,10
10/02,Paquetá,1
10/02,Parada de Lucas,3
10/02,Parque Anchieta,7
10/02,Pavuna,21
10/02,Pechincha,17
10/02,Pedra de Guaratiba,5
10/02,Penha,23
10/02,Penha Circular,21
10/02,Piedade,18
10/02,Pilares,6
10/02,Pitangueiras,2
10/02,Portuguesa,9
10/02,Praia da Bandeira,1
10/02,Praça Seca,18
10/02,Praça da Bandeira,6
10/02,Quintino Bocaiúva,12
10/02,Ramos,23
10/02,Realengo,56
10/02,Recreio dos Bandeirantes,60
10/02,Riachuelo,19
10/02,Ribeira,11
10/02,Ricardo de Albuquerque,10
10/02,Rio Comprido,14
10/02,Rocha,4
10/02,Rocha Miranda,10
10/02,Rocinha,1
10/02,Sampaio,2
10/02,Santa Cruz,60
10/02,Santa Teresa,21
10/02,Santo Cristo,6
10/02,Santíssimo,18
10/02,Saúde,3
10/02,Senador Camará,11
10/02,Senador Vasconcelos,6
10/02,Sepetiba,17
10/02,São Conrado,13
10/02,São Cristóvão,8
10/02,São Francisco Xavier,3
10/02,Tanque,6
10/02,Taquara,81
10/02,Tauá,12
10/02,Tijuca,116
10/02,Todos os Santos,12
10/02,Tomás Coelho,6
10/02,Turiaçú,6
10/02,Urca,4
10/02,Vargem Grande,3
10/02,Vargem Pequena,12
10/02,Vasco da Gama,1
10/02,Vaz Lobo,5
10/02,Vicente de Carvalho,6
10/02,Vidigal,1
10/02,Vigário Geral,6
10/02,Vila Isabel,46
10/02,Vila Kennedy,3
10/02,Vila Kosmos,6
10/02,Vila Militar,1
10/02,Vila Valqueire,35
10/02,Vila da Penha,11
10/02,Vista Alegre,5
10/02,Zumbi,3
10/02,Água Santa,1
10/03,Abolição,7
10/03,Acari,1
10/03,Alto da Boa Vista,7
10/03,Anchieta,13
10/03,Andaraí,20
10/03,Anil,6
10/03,Bancários,9
10/03,Bangu,108
10/03,Barra da Tijuca,89
10/03,Barra de Guaratiba,4
10/03,Barros Filho,2
10/03,Benfica,11
10/03,Bento Ribeiro,33
10/03,Bonsucesso,25
10/03,Botafogo,49
10/03,Brás de Pina,13
10/03,Cachambi,23
10/03,Cacuia,2
10/03,Caju,4
10/03,Camorim,7
10/03,Campinho,12
10/03,Campo Grande,215
10/03,Campo dos Afonsos,6
10/03,Cascadura,24
10/03,Catete,16
10/03,Catumbi,1
10/03,Cavalcanti,3
10/03,Centro,80
10/03,Cidade Nova,6
10/03,Cidade de Deus,12
10/03,Cocotá,4
10/03,Coelho Neto,13
10/03,Colégio,8
10/03,Copacabana,77
10/03,Cordovil,13
10/03,Cosme Velho,3
10/03,Cosmos,32
10/03,Costa Barros,3
10/03,Curicica,18
10/03,Del Castilho,4
10/03,Deodoro,3
10/03,Encantado,16
10/03,Engenheiro Leal,2
10/03,Engenho Novo,30
10/03,Engenho da Rainha,2
10/03,Engenho de Dentro,51
10/03,Estácio,8
10/03,Flamengo,31
10/03,Freguesia (Ilha),11
10/03,Freguesia (Jacarepaguá),24
10/03,Galeão,9
10/03,Gamboa,4
10/03,Gardênia Azul,2
10/03,Glória,20
10/03,Grajaú,20
10/03,Guadalupe,18
10/03,Guaratiba,41
10/03,Gávea,18
10/03,Higienópolis,14
10/03,Honório Gurgel,4
10/03,Humaitá,38
10/03,Ilha de Guaratiba,2
10/03,Inhaúma,17
10/03,Inhoaíba,16
10/03,Ipanema,31
10/03,Irajá,46
10/03,Itanhangá,7
10/03,Jacarepaguá,21
10/03,Jacarezinho,7
10/03,Jacaré,9
10/03,Jardim América,8
10/03,Jardim Botânico,16
10/03,Jardim Carioca,16
10/03,Jardim Guanabara,23
10/03,Jardim Sulacap,14
10/03,Joá,1
10/03,Lagoa,10
10/03,Lapa,8
10/03,Laranjeiras,36
10/03,Leblon,28
10/03,Leme,5
10/03,Lins de Vasconcelos,6
10/03,Madureira,24
10/03,Magalhães Bastos,10
10/03,Mangueira,1
10/03,Manguinhos,4
10/03,Maracanã,29
10/03,Marechal Hermes,30
10/03,Maria da Graça,9
10/03,Maré,4
10/03,Moneró,1
10/03,Méier,32
10/03,Olaria,25
10/03,Osvaldo Cruz,17
10/03,Paciência,16
10/03,Padre Miguel,24
10/03,Paquetá,1
10/03,Parada de Lucas,8
10/03,Parque Anchieta,24
10/03,Parque Colúmbia,4
10/03,Pavuna,29
10/03,Pechincha,18
10/03,Pedra de Guaratiba,2
10/03,Penha,24
10/03,Penha Circular,22
10/03,Piedade,18
10/03,Pilares,12
10/03,Pitangueiras,5
10/03,Portuguesa,5
10/03,Praia da Bandeira,3
10/03,Praça Seca,18
10/03,Praça da Bandeira,11
10/03,Quintino Bocaiúva,22
10/03,Ramos,18
10/03,Realengo,70
10/03,Recreio dos Bandeirantes,43
10/03,Riachuelo,5
10/03,Ribeira,2
10/03,Ricardo de Albuquerque,16
10/03,Rio Comprido,9
10/03,Rocha,6
10/03,Rocha Miranda,16
10/03,Rocinha,5
10/03,Sampaio,9
10/03,Santa Cruz,57
10/03,Santa Teresa,15
10/03,Santo Cristo,6
10/03,Santíssimo,12
10/03,Saúde,3
10/03,Senador Camará,30
10/03,Senador Vasconcelos,8
10/03,Sepetiba,15
10/03,São Conrado,9
10/03,São Cristóvão,14
10/03,São Francisco Xavier,4
10/03,Tanque,13
10/03,Taquara,87
10/03,Tauá,13
10/03,Tijuca,135
10/03,Todos os Santos,20
10/03,Tomás Coelho,6
10/03,Turiaçú,11
10/03,Urca,15
10/03,Vargem Grande,8
10/03,Vargem Pequena,3
10/03,Vasco da Gama,4
10/03,Vaz Lobo,6
10/03,Vicente de Carvalho,10
10/03,Vidigal,4
10/03,Vigário Geral,11
10/03,Vila Isabel,43
10/03,Vila Kennedy,5
10/03,Vila Kosmos,3
10/03,Vila Militar,6
10/03,Vila Valqueire,26
10/03,Vila da Penha,12
10/03,Vista Alegre,28
10/03,Zumbi,2
10/03,Água Santa,2
10/04,Abolição,11
10/04,Acari,3
10/04,Alto da Boa Vista,2
10/04,Anchieta,20
10/04,Andaraí,27
10/04,Anil,16
10/04,Bancários,9
10/04,Bangu,74
10/04,Barra da Tijuca,68
10/04,Barra de Guaratiba,1
10/04,Barros Filho,2
10/04,Benfica,3
10/04,Bento Ribeiro,31
10/04,Bonsucesso,21
10/04,Botafogo,50
10/04,Brás de Pina,17
10/04,Cachambi,21
10/04,Cacuia,6
10/04,Caju,2
10/04,Campinho,2
10/04,Campo Grande,181
10/04,Cascadura,10
10/04,Catete,14
10/04,Catumbi,3
10/04,Cavalcanti,3
10/04,Centro,72
10/04,Cidade Nova,3
10/04,Cidade de Deus,7
10/04,Coelho Neto,14
10/04,Colégio,13
10/04,Complexo do Alemão,1
10/04,Copacabana,78
10/04,Cordovil,14
10/04,Cosme Velho,1
10/04,Cosmos,24
10/04,Costa Barros,4
10/04,Curicica,18
10/04,Del Castilho,11
10/04,Deodoro,4
10/04,Encantado,8
10/04,Engenheiro Leal,4
10/04,Engenho Novo,18
10/04,Engenho da Rainha,9
10/04,Engenho de Dentro,33
10/04,Estácio,10
10/04,Flamengo,23
10/04,Freguesia (Ilha),6
10/04,Freguesia (Jacarepaguá),21
10/04,Galeão,7
10/04,Gamboa,2
10/04,Gardênia Azul,2
10/04,Glória,8
10/04,Grajaú,35
10/04,Grumari,1
10/04,Guadalupe,14
10/04,Guaratiba,51
10/04,Gávea,10
10/04,Higienópolis,5
10/04,Honório Gurgel,6
10/04,Humaitá,15
10/04,Ilha de Guaratiba,2
10/04,Inhaúma,25
10/04,Inhoaíba,18
10/04,Ipanema,21
10/04,Irajá,44
10/04,Itanhangá,12
10/04,Jacarepaguá,29
10/04,Jacarezinho,1
10/04,Jacaré,3
10/04,Jardim América,18
10/04,Jardim Botânico,15
10/04,Jardim Carioca,11
10/04,Jardim Guanabara,29
10/04,Jardim Sulacap,12
10/04,Lagoa,10
10/04,Lapa,3
10/04,Laranjeiras,28
10/04,Leblon,19
10/04,Leme,9
10/04,Lins de Vasconcelos,12
10/04,Madureira,26
10/04,Magalhães Bastos,12
10/04,Mangueira,3
10/04,Manguinhos,5
10/04,Maracanã,25
10/04,Marechal Hermes,22
10/04,Maria da Graça,4
10/04,Maré,2
10/04,Moneró,1
10/04,Méier,37
10/04,Olaria,23
10/04,Osvaldo Cruz,21
10/04,Paciência,26
10/04,Padre Miguel,17
10/04,Paquetá,1
10/04,Parada de Lucas,7
10/04,Parque Anchieta,14
10/04,Parque Colúmbia,1
10/04,Pavuna,37
10/04,Pechincha,19
10/04,Pedra de Guaratiba,10
10/04,Penha,28
10/04,Penha Circular,16
10/04,Piedade,22
10/04,Pilares,15
10/04,Pitangueiras,2
10/04,Portuguesa,3
10/04,Praia da Bandeira,2
10/04,Praça Seca,21
10/04,Praça da Bandeira,9
10/04,Quintino Bocaiúva,18
10/04,Ramos,28
10/04,Realengo,54
10/04,Recreio dos Bandeirantes,36
10/04,Riachuelo,8
10/04,Ribeira,2
10/04,Ricardo de Albuquerque,12
10/04,Rio Comprido,16
10/04,Rocha,4
10/04,Rocha Miranda,26
10/04,Rocinha,1
10/04,Sampaio,5
10/04,Santa Cruz,61
10/04,Santa Teresa,16
10/04,Santo Cristo,8
10/04,Santíssimo,14
10/04,Saúde,2
10/04,Senador Camará,11
10/04,Senador Vasconcelos,7
10/04,Sepetiba,11
10/04,São Conrado,5
10/04,São Cristóvão,28
10/04,São Francisco Xavier,2
10/04,Tanque,14
10/04,Taquara,52
10/04,Tauá,7
10/04,Tijuca,87
10/04,Todos os Santos,21
10/04,Tomás Coelho,4
10/04,Turiaçú,6
10/04,Urca,4
10/04,Vargem Grande,18
10/04,Vargem Pequena,6
10/04,Vasco da Gama,6
10/04,Vaz Lobo,3
10/04,Vicente de Carvalho,6
10/04,Vidigal,3
10/04,Vigário Geral,9
10/04,Vila Isabel,50
10/04,Vila Kennedy,2
10/04,Vila Kosmos,7
10/04,Vila Militar,1
10/04,Vila Valqueire,29
10/04,Vila da Penha,21
10/04,Vista Alegre,7
10/04,Água Santa,6
11/01,Abolição,12
11/01,Acari,7
11/01,Alto da Boa Vista,5
11/01,Anchieta,23
11/01,Andaraí,9
11/01,Anil,12
11/01,Bancários,6
11/01,Bangu,85
11/01,Barra da Tijuca,95
11/01,Barra de Guaratiba,4
11/01,Barros Filho,2
11/01,Benfica,9
11/01,Bento Ribeiro,60
11/01,Bonsucesso,21
11/01,Botafogo,58
11/01,Brás de Pina,23
11/01,Cachambi,30
11/01,Cacuia,12
11/01,Caju,2
11/01,Camorim,1
11/01,Campinho,7
11/01,Campo Grande,264
11/01,Campo dos Afonsos,1
11/01,Cascadura,12
11/01,Catete,17
11/01,Cavalcanti,2
11/01,Centro,93
11/01,Cidade Nova,6
11/01,Cidade de Deus,4
11/01,Cocotá,4
11/01,Coelho Neto,10
11/01,Colégio,10
11/01,Complexo do Alemão,7
11/01,Copacabana,95
11/01,Cordovil,13
11/01,Cosme Velho,8
11/01,Cosmos,30
11/01,Costa Barros,2
11/01,Curicica,17
11/01,Del Castilho,4
11/01,Deodoro,3
11/01,Encantado,7
11/01,Engenho Novo,30
11/01,Engenho da Rainha,4
11/01,Engenho de Dentro,32
11/01,Estácio,5
11/01,Flamengo,18
11/01,Freguesia (Ilha),8
11/01,Freguesia (Jacarepaguá),26
11/01,Galeão,4
11/01,Gamboa,1
11/01,Gardênia Azul,4
11/01,Gericinó,2
11/01,Glória,13
11/01,Grajaú,15
11/01,Guadalupe,17
11/01,Guaratiba,97
11/01,Gávea,15
11/01,Higienópolis,8
11/01,Honório Gurgel,12
11/01,Humaitá,7
11/01,Ilha de Guaratiba,7
11/01,Inhaúma,16
11/01,Inhoaíba,21
11/01,Ipanema,26
11/01,Irajá,31
11/01,Itanhangá,9
11/01,Jacarepaguá,30
11/01,Jacaré,2
11/01,Jardim América,14
11/01,Jardim Botânico,8
11/01,Jardim Carioca,15
11/01,Jardim Guanabara,25
11/01,Jardim Sulacap,9
11/01,Joá,1
11/01,Lagoa,7
11/01,Lapa,6
11/01,Laranjeiras,30
11/01,Leblon,33
11/01,Lins de Vasconcelos,23
11/01,Madureira,25
11/01,Magalhães Bastos,7
11/01,Manguinhos,4
11/01,Maracanã,23
11/01,Marechal Hermes,27
11/01,Maria da Graça,3
11/01,Maré,7
11/01,Moneró,8
11/01,Méier,48
11/01,Olaria,25
11/01,Osvaldo Cruz,22
11/01,Paciência,35
11/01,Padre Miguel,17
11/01,Paquetá,1
11/01,Parada de Lucas,10
11/01,Parque Anchieta,6
11/01,Parque Colúmbia,4
11/01,Pavuna,33
11/01,Pechincha,31
11/01,Pedra de Guaratiba,12
11/01,Penha,27
11/01,Penha Circular,13
11/01,Piedade,30
11/01,Pilares,8
11/01,Pitangueiras,5
11/01,Portuguesa,12
11/01,Praia da Bandeira,3
11/01,Praça Seca,22
11/01,Praça da Bandeira,7
11/01,Quintino Bocaiúva,15
11/01,Ramos,20
11/01,Realengo,59
11/01,Recreio dos Bandeirantes,51
11/01,Riachuelo,4
11/01,Ribeira,1
11/01,Ricardo de Albuquerque,6
11/01,Rio Comprido,16
11/01,Rocha,2
11/01,Rocha Miranda,22
11/01,Rocinha,3
11/01,Sampaio,4
11/01,Santa Cruz,74
11/01,Santa Teresa,12
11/01,Santo Cristo,13
11/01,Santíssimo,23
11/01,Saúde,1
11/01,Senador Camará,13
11/01,Senador Vasconcelos,12
11/01,Sepetiba,27
11/01,São Conrado,2
11/01,São Cristóvão,20
11/01,São Francisco Xavier,3
11/01,Tanque,11
11/01,Taquara,71
11/01,Tauá,12
11/01,Tijuca,102
11/01,Todos os Santos,15
11/01,Tomás Coelho,5
11/01,Turiaçú,10
11/01,Urca,8
11/01,Vargem Grande,9
11/01,Vargem Pequena,8
11/01,Vaz Lobo,5
11/01,Vicente de Carvalho,7
11/01,Vidigal,1
11/01,Vigário Geral,12
11/01,Vila Isabel,42
11/01,Vila Kennedy,6
11/01,Vila Kosmos,9
11/01,Vila Militar,2
11/01,Vila Valqueire,36
11/01,Vila da Penha,20
11/01,Vista Alegre,9
11/01,Água Santa,4
11/02,Abolição,6
11/02,Acari,4
11/02,Alto da Boa Vista,2
11/02,Anchieta,9
11/02,Andaraí,2
11/02,Anil,18
11/02,Bancários,1
11/02,Bangu,48
11/02,Barra da Tijuca,67
11/02,Barra de Guaratiba,1
11/02,Barros Filho,1
11/02,Benfica,7
11/02,Bento Ribeiro,22
11/02,Bonsucesso,22
11/02,Botafogo,37
11/02,Brás de Pina,7
11/02,Cachambi,9
11/02,Cacuia,2
11/02,Caju,2
11/02,Camorim,1
11/02,Campinho,5
11/02,Campo Grande,138
11/02,Cascadura,14
11/02,Catete,13
11/02,Catumbi,2
11/02,Cavalcanti,3
11/02,Centro,54
11/02,Cidade Nova,6
11/02,Cidade Universitária,1
11/02,Cidade de Deus,3
11/02,Cocotá,2
11/02,Coelho Neto,9
11/02,Colégio,2
11/02,Complexo do Alemão,2
11/02,Copacabana,64
11/02,Cordovil,11
11/02,Cosme Velho,3
11/02,Cosmos,12
11/02,Curicica,10
11/02,Del Castilho,4
11/02,Deodoro,3
11/02,Encantado,9
11/02,Engenho Novo,18
11/02,Engenho da Rainha,4
11/02,Engenho de Dentro,22
11/02,Flamengo,12
11/02,Freguesia (Ilha),5
11/02,Freguesia (Jacarepaguá),18
11/02,Galeão,6
11/02,Gamboa,2
11/02,Gardênia Azul,2
11/02,Gericinó,1
11/02,Glória,6
11/02,Grajaú,23
11/02,Guadalupe,17
11/02,Guaratiba,32
11/02,Gávea,11
11/02,Higienópolis,7
11/02,Honório Gurgel,4
11/02,Humaitá,8
11/02,Ilha de Guaratiba,6
11/02,Inhaúma,14
11/02,Inhoaíba,8
11/02,Ipanema,25
11/02,Irajá,20
11/02,Itanhangá,2
11/02,Jacarepaguá,28
11/02,Jacaré,5
11/02,Jardim América,5
11/02,Jardim Botânico,7
11/02,Jardim Carioca,8
11/02,Jardim Guanabara,18
11/02,Jardim Sulacap,9
11/02,Joá,1
11/02,Lagoa,23
11/02,Lapa,5
11/02,Laranjeiras,11
11/02,Leblon,14
11/02,Leme,2
11/02,Lins de Vasconcelos,6
11/02,Madureira,23
11/02,Magalhães Bastos,4
11/02,Mangueira,3
11/02,Manguinhos,1
11/02,Maracanã,18
11/02,Marechal Hermes,13
11/02,Maria da Graça,2
11/02,Maré,1
11/02,Moneró,1
11/02,Méier,35
11/02,Olaria,21
11/02,Osvaldo Cruz,11
11/02,Paciência,23
11/02,Padre Miguel,12
11/02,Parada de Lucas,6
11/02,Parque Anchieta,5
11/02,Pavuna,26
11/02,Pechincha,10
11/02,Pedra de Guaratiba,5
11/02,Penha,15
11/02,Penha Circular,9
11/02,Piedade,37
11/02,Pilares,6
11/02,Portuguesa,6
11/02,Praia da Bandeira,1
11/02,Praça Seca,16
11/02,Praça da Bandeira,4
11/02,Quintino Bocaiúva,6
11/02,Ramos,12
11/02,Realengo,36
11/02,Recreio dos Bandeirantes,45
11/02,Riachuelo,6
11/02,Ribeira,2
11/02,Ricardo de Albuquerque,18
11/02,Rio Comprido,2
11/02,Rocha,1
11/02,Rocha Miranda,6
11/02,Sampaio,1
11/02,Santa Cruz,21
11/02,Santa Teresa,18
11/02,Santo Cristo,4
11/02,Santíssimo,7
11/02,Saúde,4
11/02,Senador Camará,14
11/02,Senador Vasconcelos,5
11/02,Sepetiba,18
11/02,São Conrado,1
11/02,São Cristóvão,12
11/02,São Francisco Xavier,2
11/02,Tanque,9
11/02,Taquara,51
11/02,Tauá,12
11/02,Tijuca,82
11/02,Todos os Santos,13
11/02,Tomás Coelho,3
11/02,Turiaçú,2
11/02,Urca,5
11/02,Vargem Grande,6
11/02,Vargem Pequena,7
11/02,Vasco da Gama,2
11/02,Vaz Lobo,3
11/02,Vicente de Carvalho,10
11/02,Vidigal,1
11/02,Vigário Geral,4
11/02,Vila Isabel,37
11/02,Vila Kennedy,1
11/02,Vila Kosmos,4
11/02,Vila Militar,5
11/02,Vila Valqueire,27
11/02,Vila da Penha,14
11/02,Vista Alegre,5
11/02,Zumbi,2
11/02,Água Santa,1
11/03,Abolição,2
11/03,Acari,1
11/03,Alto da Boa Vista,3
11/03,Anchieta,4
11/03,Andaraí,7
11/03,Anil,9
11/03,Bancários,9
