data_inicio,nome,id_chamado
23/04,Méier,9
23/04,Olaria,14
23/04,Osvaldo Cruz,10
23/04,Paciência,7
23/04,Padre Miguel,6
23/04,Paquetá,2
23/04,Parque Anchieta,2
23/04,Pavuna,10
23/04,Pechincha,11
23/04,Pedra de Guaratiba,1
23/04,Penha,6
23/04,Penha Circular,6
23/04,Piedade,9
23/04,Pilares,4
23/04,Portuguesa,2
23/04,Praça Seca,11
23/04,Praça da Bandeira,4
23/04,Quintino Bocaiúva,4
23/04,Ramos,5
23/04,Realengo,11
23/04,Recreio dos Bandeirantes,38
23/04,Riachuelo,2
23/04,Rio Comprido,5
23/04,Rocha,1
23/04,Rocha Miranda,2
23/04,Rocinha,1
23/04,Sampaio,1
23/04,Santa Cruz,17
23/04,Santa Teresa,17
23/04,Santo Cristo,6
23/04,Santíssimo,1
23/04,Saúde,4
23/04,Senador Camará,3
23/04,Senador Vasconcelos,4
23/04,Sepetiba,6
23/04,São Conrado,5
23/04,São Cristóvão,6
23/04,São Francisco Xavier,1
23/04,Tanque,5
23/04,Taquara,25
23/04,Tauá,1
23/04,Tijuca,37
23/04,Todos os Santos,6
23/04,Tomás Coelho,1
23/04,Turiaçú,2
23/04,Urca,10
23/04,Vargem Grande,20
23/04,Vargem Pequena,2
23/04,Vasco da Gama,1
23/04,Vicente de Carvalho,2
23/04,Vigário Geral,1
23/04,Vila Isabel,32
23/04,Vila Kosmos,8
23/04,Vila Militar,1
23/04,Vila Valqueire,6
23/04,Vila da Penha,8
23/04,Vista Alegre,3
23/04,Água Santa,2
24/01,Abolição,1
24/01,Acari,6
24/01,Alto da Boa Vista,2
24/01,Anchieta,15
24/01,Andaraí,28
24/01,Anil,36
24/01,Bancários,7
24/01,Bangu,78
24/01,Barra da Tijuca,89
24/01,Barra de Guaratiba,3
24/01,Barros Filho,3
24/01,Benfica,16
24/01,Bento Ribeiro,46
24/01,Bonsucesso,23
24/01,Botafogo,72
24/01,Brás de Pina,35
24/01,Cachambi,30
24/01,Cacuia,2
24/01,Caju,14
24/01,Camorim,2
24/01,Campinho,10
24/01,Campo Grande,231
24/01,Campo dos Afonsos,2
24/01,Cascadura,23
24/01,Catete,14
24/01,Catumbi,6
24/01,Cavalcanti,7
24/01,Centro,121
24/01,Cidade Nova,22
24/01,Cidade Universitária,1
24/01,Cidade de Deus,22
24/01,Cocotá,5
24/01,Coelho Neto,17
24/01,Colégio,4
24/01,Complexo do Alemão,1
24/01,Copacabana,100
24/01,Cordovil,14
24/01,Cosme Velho,17
24/01,Cosmos,28
24/01,Costa Barros,5
24/01,Curicica,31
24/01,Del Castilho,13
24/01,Deodoro,7
24/01,Encantado,12
24/01,Engenho Novo,35
24/01,Engenho da Rainha,11
24/01,Engenho de Dentro,45
24/01,Estácio,8
24/01,Flamengo,24
24/01,Freguesia (Ilha),5
24/01,Freguesia (Jacarepaguá),47
24/01,Galeão,9
24/01,Gamboa,1
24/01,Gardênia Azul,6
24/01,Glória,14
24/01,Grajaú,50
24/01,Guadalupe,21
24/01,Guaratiba,60
24/01,Gávea,10
24/01,Higienópolis,11
24/01,Honório Gurgel,12
24/01,Humaitá,18
24/01,Ilha de Guaratiba,4
24/01,Inhaúma,16
24/01,Inhoaíba,32
24/01,Ipanema,33
24/01,Irajá,79
24/01,Itanhangá,16
24/01,Jacarepaguá,37
24/01,Jacarezinho,1
24/01,Jacaré,9
24/01,Jardim América,15
24/01,Jardim Botânico,15
24/01,Jardim Carioca,13
24/01,Jardim Guanabara,20
24/01,Jardim Sulacap,18
24/01,Joá,2
24/01,Lagoa,12
24/01,Lapa,3
24/01,Laranjeiras,34
24/01,Leblon,27
24/01,Leme,8
24/01,Lins de Vasconcelos,17
24/01,Madureira,25
24/01,Magalhães Bastos,39
24/01,Mangueira,1
24/01,Manguinhos,11
24/01,Maracanã,42
24/01,Marechal Hermes,42
24/01,Maria da Graça,12
24/01,Maré,2
24/01,Méier,54
24/01,Olaria,38
24/01,Osvaldo Cruz,32
24/01,Paciência,31
24/01,Padre Miguel,43
24/01,Parada de Lucas,4
24/01,Parque Anchieta,6
24/01,Parque Colúmbia,3
24/01,Pavuna,30
24/01,Pechincha,52
24/01,Pedra de Guaratiba,16
24/01,Penha,40
24/01,Penha Circular,30
24/01,Piedade,50
24/01,Pilares,13
24/01,Pitangueiras,1
24/01,Portuguesa,8
24/01,Praia da Bandeira,3
24/01,Praça Seca,28
24/01,Praça da Bandeira,17
24/01,Quintino Bocaiúva,22
24/01,Ramos,25
24/01,Realengo,99
24/01,Recreio dos Bandeirantes,61
24/01,Riachuelo,9
24/01,Ribeira,1
24/01,Ricardo de Albuquerque,6
24/01,Rio Comprido,25
24/01,Rocha,9
24/01,Rocha Miranda,30
24/01,Rocinha,1
24/01,Sampaio,4
24/01,Santa Cruz,75
24/01,Santa Teresa,12
24/01,Santo Cristo,9
24/01,Santíssimo,11
24/01,Saúde,2
24/01,Senador Camará,25
24/01,Senador Vasconcelos,7
24/01,Sepetiba,20
24/01,São Conrado,7
24/01,São Cristóvão,21
24/01,São Francisco Xavier,10
24/01,Tanque,24
24/01,Taquara,162
24/01,Tauá,10
24/01,Tijuca,146
24/01,Todos os Santos,16
24/01,Tomás Coelho,5
24/01,Turiaçú,8
24/01,Urca,8
24/01,Vargem Grande,13
24/01,Vargem Pequena,4
24/01,Vasco da Gama,4
24/01,Vaz Lobo,11
24/01,Vicente de Carvalho,11
24/01,Vidigal,2
24/01,Vigário Geral,8
24/01,Vila Isabel,65
24/01,Vila Kennedy,3
24/01,Vila Kosmos,6
24/01,Vila Militar,8
24/01,Vila Valqueire,45
24/01,Vila da Penha,34
24/01,Vista Alegre,14
24/01,Zumbi,2
24/01,Água Santa,2
24/02,Abolição,13
24/02,Acari,3
24/02,Alto da Boa Vista,5
24/02,Anchieta,18
24/02,Andaraí,20
24/02,Anil,15
24/02,Bancários,12
24/02,Bangu,85
24/02,Barra da Tijuca,87
24/02,Barra de Guaratiba,4
24/02,Barros Filho,6
24/02,Benfica,14
24/02,Bento Ribeiro,46
24/02,Bonsucesso,18
24/02,Botafogo,47
24/02,Brás de Pina,21
24/02,Cachambi,25
24/02,Cacuia,2
24/02,Caju,6
24/02,Camorim,10
24/02,Campinho,8
24/02,Campo Grande,224
24/02,Campo dos Afonsos,1
24/02,Cascadura,26
24/02,Catete,18
24/02,Catumbi,9
24/02,Cavalcanti,9
24/02,Centro,78
24/02,Cidade Nova,8
24/02,Cidade de Deus,2
24/02,Cocotá,4
24/02,Coelho Neto,22
24/02,Colégio,20
24/02,Complexo do Alemão,1
24/02,Copacabana,81
24/02,Cordovil,11
24/02,Cosme Velho,2
24/02,Cosmos,21
24/02,Costa Barros,3
24/02,Curicica,11
24/02,Del Castilho,11
24/02,Deodoro,3
24/02,Encantado,10
24/02,Engenheiro Leal,1
24/02,Engenho Novo,24
24/02,Engenho da Rainha,8
24/02,Engenho de Dentro,40
24/02,Estácio,6
24/02,Flamengo,15
24/02,Freguesia (Ilha),10
24/02,Freguesia (Jacarepaguá),34
24/02,Galeão,7
24/02,Gamboa,4
24/02,Gardênia Azul,5
24/02,Gericinó,1
24/02,Glória,13
24/02,Grajaú,24
24/02,Grumari,1
24/02,Guadalupe,9
24/02,Guaratiba,54
24/02,Gávea,11
24/02,Higienópolis,11
24/02,Honório Gurgel,15
24/02,Humaitá,12
24/02,Ilha de Guaratiba,5
24/02,Inhaúma,19
24/02,Inhoaíba,25
24/02,Ipanema,27
24/02,Irajá,74
24/02,Itanhangá,5
24/02,Jacarepaguá,46
24/02,Jacarezinho,2
24/02,Jacaré,11
24/02,Jardim América,9
24/02,Jardim Botânico,6
24/02,Jardim Carioca,18
24/02,Jardim Guanabara,15
24/02,Jardim Sulacap,14
24/02,Joá,4
24/02,Lagoa,5
24/02,Lapa,5
24/02,Laranjeiras,34
24/02,Leblon,28
24/02,Leme,6
24/02,Lins de Vasconcelos,16
24/02,Madureira,37
24/02,Magalhães Bastos,11
24/02,Mangueira,3
24/02,Manguinhos,1
24/02,Maracanã,25
24/02,Marechal Hermes,34
24/02,Maria da Graça,13
24/02,Maré,5
24/02,Moneró,4
24/02,Méier,34
24/02,Olaria,36
24/02,Osvaldo Cruz,21
24/02,Paciência,36
24/02,Padre Miguel,31
24/02,Parada de Lucas,7
24/02,Parque Anchieta,20
24/02,Parque Colúmbia,3
24/02,Pavuna,22
24/02,Pechincha,25
24/02,Pedra de Guaratiba,7
24/02,Penha,30
24/02,Penha Circular,38
24/02,Piedade,27
24/02,Pilares,13
24/02,Pitangueiras,4
24/02,Portuguesa,5
24/02,Praia da Bandeira,1
24/02,Praça Seca,35
24/02,Praça da Bandeira,7
24/02,Quintino Bocaiúva,28
24/02,Ramos,39
24/02,Realengo,60
24/02,Recreio dos Bandeirantes,59
24/02,Riachuelo,19
24/02,Ribeira,5
24/02,Ricardo de Albuquerque,6
24/02,Rio Comprido,15
24/02,Rocha,6
24/02,Rocha Miranda,21
24/02,Rocinha,1
24/02,Sampaio,8
24/02,Santa Cruz,68
24/02,Santa Teresa,33
24/02,Santo Cristo,5
24/02,Santíssimo,19
24/02,Saúde,1
24/02,Senador Camará,26
24/02,Senador Vasconcelos,18
24/02,Sepetiba,25
24/02,São Conrado,4
24/02,São Cristóvão,15
24/02,São Francisco Xavier,8
24/02,Tanque,9
24/02,Taquara,84
24/02,Tauá,13
24/02,Tijuca,113
24/02,Todos os Santos,18
24/02,Tomás Coelho,5
24/02,Turiaçú,5
24/02,Urca,4
24/02,Vargem Grande,8
24/02,Vargem Pequena,10
24/02,Vasco da Gama,8
24/02,Vaz Lobo,5
24/02,Vicente de Carvalho,5
24/02,Vidigal,1
24/02,Vigário Geral,11
24/02,Vila Isabel,48
24/02,Vila Kennedy,3
24/02,Vila Kosmos,17
24/02,Vila Militar,6
24/02,Vila Valqueire,33
24/02,Vila da Penha,21
24/02,Vista Alegre,4
24/03,Abolição,11
24/03,Acari,2
24/03,Alto da Boa Vista,4
24/03,Anchieta,8
24/03,Andaraí,23
24/03,Anil,11
24/03,Bancários,5
24/03,Bangu,64
24/03,Barra da Tijuca,99
24/03,Barra de Guaratiba,7
24/03,Barros Filho,2
24/03,Benfica,10
24/03,Bento Ribeiro,31
24/03,Bonsucesso,26
24/03,Botafogo,44
24/03,Brás de Pina,24
24/03,Cachambi,19
24/03,Cacuia,1
24/03,Caju,7
24/03,Camorim,3
24/03,Campinho,8
24/03,Campo Grande,179
24/03,Cascadura,14
24/03,Catete,13
24/03,Catumbi,5
24/03,Cavalcanti,9
24/03,Centro,75
24/03,Cidade Nova,6
24/03,Cidade Universitária,1
24/03,Cidade de Deus,1
24/03,Cocotá,5
24/03,Coelho Neto,15
24/03,Colégio,4
24/03,Copacabana,80
24/03,Cordovil,6
24/03,Cosme Velho,7
24/03,Cosmos,20
24/03,Costa Barros,6
24/03,Curicica,12
24/03,Del Castilho,4
24/03,Encantado,14
24/03,Engenho Novo,22
24/03,Engenho da Rainha,1
24/03,Engenho de Dentro,47
24/03,Estácio,2
24/03,Flamengo,18
24/03,Freguesia (Ilha),2
24/03,Freguesia (Jacarepaguá),33
24/03,Galeão,6
24/03,Gamboa,2
24/03,Gardênia Azul,3
24/03,Glória,9
24/03,Grajaú,21
24/03,Grumari,1
24/03,Guadalupe,12
24/03,Guaratiba,49
24/03,Gávea,9
24/03,Higienópolis,3
24/03,Honório Gurgel,3
24/03,Humaitá,21
24/03,Ilha de Guaratiba,6
24/03,Inhaúma,16
24/03,Inhoaíba,15
24/03,Ipanema,20
24/03,Irajá,34
24/03,Itanhangá,8
24/03,Jacarepaguá,46
24/03,Jacarezinho,2
24/03,Jacaré,7
24/03,Jardim América,10
24/03,Jardim Botânico,19
24/03,Jardim Carioca,15
24/03,Jardim Guanabara,16
24/03,Jardim Sulacap,11
24/03,Lagoa,7
24/03,Lapa,14
24/03,Laranjeiras,21
24/03,Leblon,37
24/03,Leme,8
24/03,Lins de Vasconcelos,10
24/03,Madureira,28
24/03,Magalhães Bastos,10
24/03,Mangueira,1
24/03,Manguinhos,4
24/03,Maracanã,42
24/03,Marechal Hermes,53
24/03,Maria da Graça,5
24/03,Maré,3
24/03,Moneró,5
24/03,Méier,22
24/03,Olaria,23
24/03,Osvaldo Cruz,21
24/03,Paciência,23
24/03,Padre Miguel,21
24/03,Paquetá,1
24/03,Parada de Lucas,3
24/03,Parque Anchieta,5
24/03,Pavuna,30
24/03,Pechincha,15
24/03,Pedra de Guaratiba,8
24/03,Penha,23
24/03,Penha Circular,12
24/03,Piedade,22
24/03,Pilares,5
24/03,Pitangueiras,4
24/03,Portuguesa,12
24/03,Praia da Bandeira,2
24/03,Praça Seca,20
24/03,Praça da Bandeira,9
24/03,Quintino Bocaiúva,15
24/03,Ramos,33
24/03,Realengo,66
24/03,Recreio dos Bandeirantes,48
24/03,Riachuelo,6
24/03,Ricardo de Albuquerque,5
24/03,Rio Comprido,18
24/03,Rocha,4
24/03,Rocha Miranda,21
24/03,Sampaio,6
24/03,Santa Cruz,70
24/03,Santa Teresa,17
24/03,Santo Cristo,9
24/03,Santíssimo,9
24/03,Senador Camará,8
24/03,Senador Vasconcelos,10
24/03,Sepetiba,24
24/03,São Conrado,5
24/03,São Cristóvão,12
24/03,São Francisco Xavier,5
24/03,Tanque,14
24/03,Taquara,52
24/03,Tauá,16
24/03,Tijuca,132
24/03,Todos os Santos,6
24/03,Tomás Coelho,3
24/03,Turiaçú,5
24/03,Urca,4
24/03,Vargem Grande,8
24/03,Vargem Pequena,16
24/03,Vasco da Gama,4
24/03,Vicente de Carvalho,8
24/03,Vidigal,6
24/03,Vigário Geral,10
24/03,Vila Isabel,24
24/03,Vila Kennedy,5
24/03,Vila Kosmos,4
24/03,Vila Militar,1
24/03,Vila Valqueire,28
24/03,Vila da Penha,23
24/03,Vista Alegre,13
24/03,Zumbi,3
24/03,Água Santa,1
24/04,Abolição,6
24/04,Acari,4
24/04,Alto da Boa Vista,5
24/04,Anchieta,25
24/04,Andaraí,19
24/04,Anil,17
24/04,Bancários,2
24/04,Bangu,75
24/04,Barra da Tijuca,80
24/04,Barra de Guaratiba,3
24/04,Barros Filho,3
24/04,Benfica,9
24/04,Bento Ribeiro,38
24/04,Bonsucesso,24
24/04,Botafogo,62
24/04,Brás de Pina,18
24/04,Cachambi,41
24/04,Cacuia,2
24/04,Caju,3
24/04,Camorim,2
24/04,Campinho,7
24/04,Campo Grande,230
24/04,Cascadura,13
24/04,Catete,8
24/04,Catumbi,7
24/04,Cavalcanti,7
24/04,Centro,80
24/04,Cidade Nova,4
24/04,Cidade de Deus,3
24/04,Cocotá,3
24/04,Coelho Neto,14
24/04,Colégio,6
24/04,Complexo do Alemão,2
24/04,Copacabana,75
24/04,Cordovil,8
24/04,Cosme Velho,7
24/04,Cosmos,15
24/04,Costa Barros,9
24/04,Curicica,21
24/04,Del Castilho,7
24/04,Deodoro,3
24/04,Encantado,16
24/04,Engenheiro Leal,2
24/04,Engenho Novo,24
24/04,Engenho de Dentro,38
24/04,Estácio,5
24/04,Flamengo,23
24/04,Freguesia (Ilha),6
24/04,Freguesia (Jacarepaguá),28
24/04,Galeão,4
24/04,Gamboa,11
24/04,Gardênia Azul,5
24/04,Glória,10
24/04,Grajaú,20
24/04,Guadalupe,15
24/04,Guaratiba,45
24/04,Gávea,13
24/04,Higienópolis,12
24/04,Honório Gurgel,25
24/04,Humaitá,19
24/04,Ilha de Guaratiba,6
24/04,Inhaúma,18
24/04,Inhoaíba,19
24/04,Ipanema,18
24/04,Irajá,40
24/04,Itanhangá,11
24/04,Jacarepaguá,35
24/04,Jacarezinho,3
24/04,Jacaré,15
24/04,Jardim América,20
24/04,Jardim Botânico,22
24/04,Jardim Carioca,11
24/04,Jardim Guanabara,26
24/04,Jardim Sulacap,8
24/04,Joá,4
24/04,Lagoa,12
24/04,Lapa,5
24/04,Laranjeiras,15
24/04,Leblon,20
24/04,Leme,6
24/04,Lins de Vasconcelos,8
24/04,Madureira,34
24/04,Magalhães Bastos,12
24/04,Mangueira,1
24/04,Manguinhos,1
24/04,Maracanã,14
24/04,Marechal Hermes,35
24/04,Maria da Graça,8
24/04,Maré,2
24/04,Méier,30
24/04,Olaria,26
24/04,Osvaldo Cruz,26
24/04,Paciência,35
24/04,Padre Miguel,31
24/04,Paquetá,2
24/04,Parada de Lucas,4
24/04,Parque Anchieta,14
24/04,Parque Colúmbia,1
24/04,Pavuna,33
24/04,Pechincha,23
24/04,Pedra de Guaratiba,6
24/04,Penha,22
24/04,Penha Circular,18
24/04,Piedade,27
24/04,Pilares,10
24/04,Pitangueiras,2
24/04,Portuguesa,9
24/04,Praia da Bandeira,1
24/04,Praça Seca,32
24/04,Praça da Bandeira,5
24/04,Quintino Bocaiúva,18
24/04,Ramos,15
24/04,Realengo,63
24/04,Recreio dos Bandeirantes,56
24/04,Riachuelo,4
24/04,Ribeira,4
24/04,Ricardo de Albuquerque,8
24/04,Rio Comprido,18
24/04,Rocha,5
24/04,Rocha Miranda,37
24/04,Rocinha,1
24/04,Sampaio,4
24/04,Santa Cruz,75
24/04,Santa Teresa,13
24/04,Santo Cristo,11
24/04,Santíssimo,14
24/04,Saúde,1
24/04,Senador Camará,14
24/04,Senador Vasconcelos,22
24/04,Sepetiba,19
24/04,São Conrado,3
24/04,São Cristóvão,15
24/04,São Francisco Xavier,4
24/04,Tanque,15
24/04,Taquara,83
24/04,Tauá,8
24/04,Tijuca,97
24/04,Todos os Santos,16
24/04,Tomás Coelho,4
24/04,Turiaçú,6
24/04,Urca,6
24/04,Vargem Grande,5
24/04,Vargem Pequena,10
24/04,Vasco da Gama,1
24/04,Vaz Lobo,8
24/04,Vicente de Carvalho,12
24/04,Vidigal,4
24/04,Vigário Geral,12
24/04,Vila Isabel,53
24/04,Vila Kennedy,1
24/04,Vila Kosmos,3
24/04,Vila Militar,3
24/04,Vila Valqueire,31
24/04,Vila da Penha,18
24/04,Vista Alegre,6
24/04,Zumbi,1
24/04,Água Santa,14
25/01,Abolição,9
25/01,Acari,2
25/01,Alto da Boa Vista,6
25/01,Anchieta,13
25/01,Andaraí,29
25/01,Anil,29
25/01,Bancários,7
25/01,Bangu,112
25/01,Barra da Tijuca,91
25/01,Barra de Guaratiba,2
25/01,Barros Filho,3
25/01,Benfica,18
25/01,Bento Ribeiro,34
25/01,Bonsucesso,19
25/01,Botafogo,73
25/01,Brás de Pina,35
25/01,Cachambi,31
25/01,Cacuia,4
25/01,Caju,9
25/01,Camorim,4
25/01,Campinho,9
25/01,Campo Grande,252
25/01,Cascadura,25
25/01,Catete,18
25/01,Catumbi,3
25/01,Cavalcanti,5
25/01,Centro,139
25/01,Cidade Nova,15
25/01,Cidade de Deus,3
25/01,Cocotá,5
25/01,Coelho Neto,10
25/01,Colégio,5
25/01,Complexo do Alemão,2
25/01,Copacabana,108
25/01,Cordovil,12
25/01,Cosme Velho,5
25/01,Cosmos,25
25/01,Costa Barros,2
25/01,Curicica,27
25/01,Del Castilho,13
25/01,Deodoro,6
25/01,Encantado,6
25/01,Engenheiro Leal,6
25/01,Engenho Novo,33
25/01,Engenho da Rainha,9
25/01,Engenho de Dentro,37
25/01,Estácio,3
25/01,Flamengo,16
25/01,Freguesia (Ilha),6
25/01,Freguesia (Jacarepaguá),25
25/01,Galeão,4
25/01,Gamboa,3
25/01,Gardênia Azul,6
25/01,Glória,6
25/01,Grajaú,43
25/01,Guadalupe,20
25/01,Guaratiba,56
25/01,Gávea,6
25/01,Higienópolis,13
25/01,Honório Gurgel,10
25/01,Humaitá,8
25/01,Ilha de Guaratiba,6
25/01,Inhaúma,23
25/01,Inhoaíba,21
25/01,Ipanema,38
25/01,Irajá,70
25/01,Itanhangá,13
25/01,Jacarepaguá,46
25/01,Jacarezinho,1
25/01,Jacaré,10
25/01,Jardim América,11
25/01,Jardim Botânico,16
25/01,Jardim Carioca,9
25/01,Jardim Guanabara,17
25/01,Jardim Sulacap,23
25/01,Joá,3
25/01,Lagoa,14
25/01,Lapa,12
25/01,Laranjeiras,29
25/01,Leblon,31
25/01,Leme,9
25/01,Lins de Vasconcelos,11
25/01,Madureira,44
25/01,Magalhães Bastos,55
25/01,Manguinhos,4
25/01,Maracanã,38
25/01,Marechal Hermes,38
25/01,Maria da Graça,8
25/01,Maré,5
25/01,Moneró,4
25/01,Méier,75
25/01,Olaria,40
25/01,Osvaldo Cruz,34
25/01,Paciência,32
25/01,Padre Miguel,20
25/01,Paquetá,6
25/01,Parada de Lucas,12
25/01,Parque Anchieta,19
25/01,Parque Colúmbia,4
25/01,Pavuna,24
25/01,Pechincha,33
25/01,Pedra de Guaratiba,15
25/01,Penha,41
25/01,Penha Circular,38
25/01,Piedade,33
25/01,Pilares,19
25/01,Pitangueiras,5
25/01,Portuguesa,17
25/01,Praia da Bandeira,1
25/01,Praça Seca,20
25/01,Praça da Bandeira,20
25/01,Quintino Bocaiúva,14
25/01,Ramos,17
25/01,Realengo,113
25/01,Recreio dos Bandeirantes,55
25/01,Riachuelo,9
25/01,Ribeira,8
25/01,Ricardo de Albuquerque,10
25/01,Rio Comprido,27
25/01,Rocha,8
25/01,Rocha Miranda,24
25/01,Sampaio,3
25/01,Santa Cruz,106
25/01,Santa Teresa,21
25/01,Santo Cristo,8
25/01,Santíssimo,18
25/01,Saúde,2
25/01,Senador Camará,29
25/01,Senador Vasconcelos,12
25/01,Sepetiba,22
25/01,São Conrado,4
25/01,São Cristóvão,27
25/01,São Francisco Xavier,10
25/01,Tanque,20
25/01,Taquara,132
25/01,Tauá,20
25/01,Tijuca,183
25/01,Todos os Santos,18
25/01,Tomás Coelho,6
25/01,Turiaçú,5
25/01,Urca,6
25/01,Vargem Grande,9
25/01,Vargem Pequena,7
25/01,Vasco da Gama,5
25/01,Vaz Lobo,5
25/01,Vicente de Carvalho,9
25/01,Vidigal,2
25/01,Vigário Geral,15
25/01,Vila Isabel,61
25/01,Vila Kennedy,4
25/01,Vila Kosmos,28
25/01,Vila Militar,3
25/01,Vila Valqueire,40
25/01,Vila da Penha,34
25/01,Vista Alegre,3
25/01,Água Santa,1
25/02,Abolição,7
25/02,Acari,2
25/02,Alto da Boa Vista,4
25/02,Anchieta,6
25/02,Andaraí,11
25/02,Anil,8
25/02,Bancários,5
25/02,Bangu,57
25/02,Barra da Tijuca,73
25/02,Barra de Guaratiba,2
25/02,Benfica,5
25/02,Bento Ribeiro,19
25/02,Bonsucesso,5
25/02,Botafogo,42
25/02,Brás de Pina,20
25/02,Cachambi,7
25/02,Cacuia,4
25/02,Caju,4
25/02,Camorim,3
25/02,Campinho,3
25/02,Campo Grande,162
25/02,Cascadura,12
25/02,Catete,15
25/02,Catumbi,4
25/02,Centro,36
25/02,Cidade Nova,7
25/02,Cidade de Deus,2
25/02,Cocotá,2
25/02,Coelho Neto,16
25/02,Colégio,5
25/02,Complexo do Alemão,1
25/02,Copacabana,48
25/02,Cordovil,1
25/02,Cosme Velho,2
25/02,Cosmos,14
25/02,Costa Barros,3
25/02,Curicica,7
25/02,Del Castilho,8
25/02,Encantado,6
25/02,Engenheiro Leal,1
25/02,Engenho Novo,10
25/02,Engenho da Rainha,6
25/02,Engenho de Dentro,47
25/02,Estácio,3
25/02,Flamengo,21
25/02,Freguesia (Ilha),4
25/02,Freguesia (Jacarepaguá),25
25/02,Galeão,3
25/02,Gardênia Azul,3
25/02,Glória,12
25/02,Grajaú,18
25/02,Guadalupe,8
25/02,Guaratiba,40
25/02,Gávea,5
25/02,Higienópolis,3
25/02,Honório Gurgel,7
25/02,Humaitá,2
25/02,Ilha de Guaratiba,1
25/02,Inhaúma,13
25/02,Inhoaíba,12
25/02,Ipanema,21
25/02,Irajá,83
25/02,Itanhangá,7
25/02,Jacarepaguá,21
25/02,Jacarezinho,1
25/02,Jacaré,3
25/02,Jardim América,4
25/02,Jardim Botânico,14
25/02,Jardim Carioca,12
25/02,Jardim Guanabara,13
25/02,Jardim Sulacap,24
25/02,Joá,13
25/02,Lagoa,9
25/02,Lapa,2
25/02,Laranjeiras,11
25/02,Leblon,31
25/02,Leme,6
25/02,Lins de Vasconcelos,5
25/02,Madureira,20
25/02,Magalhães Bastos,5
25/02,Maracanã,8
25/02,Marechal Hermes,23
25/02,Maria da Graça,4
25/02,Maré,2
25/02,Méier,21
25/02,Olaria,10
25/02,Osvaldo Cruz,18
25/02,Paciência,18
25/02,Padre Miguel,13
25/02,Parada de Lucas,1
25/02,Parque Anchieta,6
25/02,Parque Colúmbia,2
25/02,Pavuna,20
25/02,Pechincha,12
25/02,Pedra de Guaratiba,4
25/02,Penha,23
25/02,Penha Circular,9
25/02,Piedade,15
25/02,Pilares,1
25/02,Pitangueiras,1
25/02,Portuguesa,5
25/02,Praça Seca,10
25/02,Praça da Bandeira,3
25/02,Quintino Bocaiúva,10
25/02,Ramos,14
25/02,Realengo,45
25/02,Recreio dos Bandeirantes,35
25/02,Riachuelo,3
25/02,Ribeira,1
25/02,Ricardo de Albuquerque,6
25/02,Rio Comprido,12
25/02,Rocha,2
25/02,Rocha Miranda,4
25/02,Sampaio,2
25/02,Santa Cruz,28
25/02,Santa Teresa,9
25/02,Santo Cristo,10
25/02,Santíssimo,8
25/02,Senador Camará,14
25/02,Senador Vasconcelos,5
25/02,Sepetiba,13
25/02,São Conrado,7
25/02,São Cristóvão,13
25/02,São Francisco Xavier,2
25/02,Tanque,8
25/02,Taquara,51
25/02,Tauá,2
25/02,Tijuca,76
25/02,Todos os Santos,12
25/02,Tomás Coelho,4
25/02,Turiaçú,2
25/02,Urca,6
25/02,Vargem Grande,12
25/02,Vargem Pequena,9
25/02,Vasco da Gama,2
25/02,Vaz Lobo,8
25/02,Vicente de Carvalho,14
25/02,Vidigal,1
25/02,Vigário Geral,1
25/02,Vila Isabel,29
25/02,Vila Kennedy,6
25/02,Vila Kosmos,4
25/02,Vila Militar,2
25/02,Vila Valqueire,19
25/02,Vila da Penha,13
25/02,Vista Alegre,6
25/02,Água Santa,2
25/03,Abolição,1
25/03,Alto da Boa Vista,5
25/03,Anchieta,5
25/03,Andaraí,5
25/03,Anil,10
25/03,Bancários,2
25/03,Bangu,37
25/03,Barra da Tijuca,59
25/03,Barros Filho,1
25/03,Benfica,2
25/03,Bento Ribeiro,24
25/03,Bonsucesso,8
25/03,Botafogo,55
25/03,Brás de Pina,11
25/03,Cachambi,16
25/03,Cacuia,5
25/03,Caju,4
25/03,Campinho,3
25/03,Campo Grande,128
25/03,Cascadura,7
25/03,Catete,5
25/03,Catumbi,2
25/03,Cavalcanti,4
25/03,Centro,25
25/03,Cidade Nova,2
25/03,Cidade de Deus,1
25/03,Cocotá,1
25/03,Coelho Neto,9
25/03,Colégio,1
25/03,Copacabana,59
25/03,Cordovil,2
25/03,Cosme Velho,1
25/03,Cosmos,13
25/03,Costa Barros,2
25/03,Curicica,8
25/03,Del Castilho,4
25/03,Encantado,5
25/03,Engenheiro Leal,3
25/03,Engenho Novo,8
25/03,Engenho da Rainha,1
25/03,Engenho de Dentro,36
25/03,Estácio,1
25/03,Flamengo,26
25/03,Freguesia (Ilha),3
25/03,Freguesia (Jacarepaguá),20
25/03,Galeão,1
25/03,Gamboa,10
25/03,Gardênia Azul,4
25/03,Glória,14
25/03,Grajaú,7
25/03,Guadalupe,10
25/03,Guaratiba,31
25/03,Gávea,4
25/03,Higienópolis,2
25/03,Honório Gurgel,7
25/03,Humaitá,7
25/03,Ilha de Guaratiba,2
25/03,Inhaúma,4
25/03,Inhoaíba,12
25/03,Ipanema,17
25/03,Irajá,14
25/03,Itanhangá,3
25/03,Jacarepaguá,19
25/03,Jacaré,9
25/03,Jardim América,1
25/03,Jardim Botânico,4
25/03,Jardim Carioca,1
25/03,Jardim Guanabara,17
